latitude,longitude,zipcode,age,sex,race_cat,arrest_type,arr_date2
34.1985,-118.4052,91605,53,M,White,Infraction,2018-08-10
34.0735,-118.2856,90004,36,M,Black,Felony,2018-08-10
34.2085,-118.4698,91406,55,M,LatinX,Misdemeanor,2018-08-10
34.0058,-118.2521,90011,24,M,LatinX,Misdemeanor,2018-08-10
34.1926,-118.6447,91307,35,M,White,Felony,2018-08-10
34.0357,-118.2593,90015,31,M,LatinX,Misdemeanor,2018-08-10
34.1032,-118.3361,90028,25,F,White,Infraction,2018-08-10
33.9737,-118.309,90047,28,M,Black,Felony,2018-08-10
34.1849,-118.3867,91606,40,F,LatinX,Felony,2018-08-10
34.0421,-118.2469,90014,29,M,Black,Misdemeanor,2018-08-10
34.0442,-118.2439,90013,30,M,Black,Misdemeanor,2018-08-10
34.0549,-118.2778,90057,34,M,Other,Misdemeanor,2018-08-10
34.1061,-118.2293,90065,46,M,White,Felony,2018-08-10
34.0435,-118.2471,90014,50,F,LatinX,Other,2018-08-10
34.1034,-118.3325,90028,28,M,White,Infraction,2018-08-10
33.9556,-118.2651,90003,23,M,LatinX,Felony,2018-08-10
33.9363,-118.2426,90059,19,M,Black,Felony,2018-08-10
33.7477,-118.2929,90731,32,M,LatinX,Misdemeanor,2018-08-10
33.9306,-118.2318,90059,26,M,LatinX,Misdemeanor,2018-08-10
34.2264,-118.4493,91402,39,M,LatinX,Misdemeanor,2018-08-10
33.9747,-118.2739,90003,39,M,Black,Misdemeanor,2018-08-10
34.0582,-118.2805,90057,32,M,LatinX,Infraction,2018-08-10
34.0971,-118.3237,90028,45,M,Black,Infraction,2018-08-10
34.0826,-118.1854,90032,18,M,LatinX,Felony,2018-08-10
34.2528,-118.4258,91331,29,M,LatinX,Felony,2018-08-10
34.1043,-118.3224,90028,53,M,White,Infraction,2018-08-10
34,-118.3308,90043,22,M,Black,Felony,2018-08-10
33.9913,-118.4775,90291,40,M,White,Infraction,2018-08-10
33.997,-118.4761,90291,32,M,Other,Misdemeanor,2018-08-10
33.9786,-118.2761,90003,55,M,Other,Misdemeanor,2018-08-10
34.2074,-118.5841,91306,30,M,Black,Other,2018-08-10
34.0649,-118.2741,90057,24,M,LatinX,Misdemeanor,2018-08-10
34.0282,-118.3133,90018,20,F,Black,Misdemeanor,2018-08-10
34.1721,-118.4422,91401,30,F,Other,Misdemeanor,2018-08-10
34.0149,-118.2709,90011,22,M,LatinX,Other,2018-08-10
34.1849,-118.3834,91606,36,F,LatinX,Felony,2018-08-10
34.0148,-118.3222,90008,63,M,Black,Misdemeanor,2018-08-10
34.2231,-118.4677,91343,36,M,LatinX,Misdemeanor,2018-08-10
33.9711,-118.2629,90001,26,M,LatinX,Misdemeanor,2018-08-10
34.2649,-118.5234,91344,30,M,Other,Other,2018-08-10
33.9785,-118.3133,90047,55,M,Black,Felony,2018-08-10
34.1141,-118.2755,90027,39,M,LatinX,Misdemeanor,2018-08-10
33.9747,-118.2739,90003,24,M,LatinX,Misdemeanor,2018-08-10
34.0247,-118.3508,90016,25,M,LatinX,Misdemeanor,2018-08-10
34.0468,-118.2415,90013,41,F,White,Misdemeanor,2018-08-10
34.104,-118.3755,90046,26,M,LatinX,Felony,2018-08-10
34.0446,-118.245,90013,65,M,Black,Misdemeanor,2018-08-10
34.1985,-118.4052,91605,54,M,White,Infraction,2018-08-10
34.1597,-118.4662,91403,21,F,LatinX,Misdemeanor,2018-08-10
34.0247,-118.3508,90016,32,M,LatinX,Misdemeanor,2018-08-10
33.9565,-118.2695,90003,17,M,Black,Felony,2018-08-10
34.0421,-118.2469,90014,54,M,Black,Felony,2018-08-10
34.1826,-118.3916,91606,26,F,White,Misdemeanor,2018-08-10
34.0853,-118.3299,90038,29,M,Black,Felony,2018-08-10
33.9983,-118.2608,90011,31,M,LatinX,Misdemeanor,2018-08-10
33.986,-118.2827,90003,45,M,LatinX,Felony,2018-08-10
33.9774,-118.2739,90003,54,M,Black,Misdemeanor,2018-08-10
34.0504,-118.2409,90012,28,M,White,Misdemeanor,2018-08-10
34.0091,-118.3089,90062,51,M,LatinX,Misdemeanor,2018-08-10
34.0442,-118.268,90015,22,M,LatinX,Misdemeanor,2018-08-10
34.0091,-118.3089,90062,26,M,LatinX,Misdemeanor,2018-08-10
34.0431,-118.2185,90033,29,M,LatinX,Felony,2018-08-10
33.7801,-118.2608,90744,23,M,LatinX,Felony,2018-08-10
34.2462,-118.4523,91402,34,M,LatinX,Misdemeanor,2018-08-10
34.0971,-118.3237,90028,35,F,Black,Infraction,2018-08-10
33.9529,-118.2608,90002,41,M,Black,Felony,2018-08-10
34.1034,-118.3325,90028,18,F,Black,Infraction,2018-08-10
34.0562,-118.2696,90017,36,M,LatinX,Infraction,2018-08-10
34.1655,-118.4923,91436,32,F,Other,Misdemeanor,2018-08-10
33.9467,-118.2871,90044,24,F,Black,Misdemeanor,2018-08-10
34.0613,-118.2446,90012,42,M,Black,Misdemeanor,2018-08-10
34.1325,-118.3974,91604,29,F,LatinX,Misdemeanor,2018-08-10
33.9467,-118.2871,90044,25,F,Black,Misdemeanor,2018-08-10
33.9457,-118.2367,90002,45,M,Black,Felony,2018-08-10
34.2634,-118.3074,91040,24,M,White,Felony,2018-08-10
34.0415,-118.2654,90015,41,M,Black,Misdemeanor,2018-08-10
34.1038,-118.3151,90028,53,F,White,Infraction,2018-08-10
34.0449,-118.2458,90013,58,M,Black,Misdemeanor,2018-08-10
34.0453,-118.2443,90013,48,M,Black,Infraction,2018-08-10
34.1016,-118.3387,90028,47,M,Black,Infraction,2018-08-10
34.1016,-118.3387,90028,37,M,Black,Misdemeanor,2018-08-10
33.9918,-118.4791,NA,44,M,Black,Infraction,2018-08-10
34.1016,-118.3387,90028,18,M,Black,Infraction,2018-08-10
34.069,-118.3017,90020,27,M,Other,Misdemeanor,2018-08-10
34.2416,-118.414,91331,27,M,LatinX,Felony,2018-08-10
34.2636,-118.44,91331,29,M,LatinX,Felony,2018-08-10
34.1857,-118.4465,91401,3,F,Other,Dependent,2018-08-10
34.0853,-118.186,90032,15,F,LatinX,Felony,2018-08-10
34.0455,-118.2806,90006,39,M,LatinX,Misdemeanor,2018-08-10
34.1857,-118.4465,91401,32,F,Black,Misdemeanor,2018-08-10
34.0496,-118.2677,90017,34,M,White,Infraction,2018-08-10
34.0191,-118.3002,90007,32,M,LatinX,Felony,2018-08-10
33.9321,-118.2522,90059,31,M,Black,Misdemeanor,2018-08-10
34.1016,-118.3387,90028,41,M,Black,Infraction,2018-08-10
34.0655,-118.3114,90020,29,M,Other,Misdemeanor,2018-08-10
34.2308,-118.5348,91325,40,M,LatinX,Felony,2018-08-10
34.0412,-118.2474,90014,51,M,Black,Misdemeanor,2018-08-10
34.0539,-118.2799,90006,20,M,LatinX,Infraction,2018-08-10
34.2829,-118.4712,91344,26,F,LatinX,Misdemeanor,2018-08-10
34.0987,-118.3337,90028,40,M,White,Infraction,2018-08-10
34.1973,-118.4116,91605,23,F,LatinX,Felony,2018-08-10
34.1016,-118.3414,90028,33,M,Black,Misdemeanor,2018-08-10
34.203,-118.4662,91405,23,F,Black,Misdemeanor,2018-08-10
34.2267,-118.4704,91343,29,M,LatinX,Misdemeanor,2018-08-10
33.9933,-118.3046,90062,56,M,Black,Misdemeanor,2018-08-10
34.0832,-118.2572,90026,41,M,Black,Misdemeanor,2018-08-10
34.0397,-118.4301,90064,57,M,White,Infraction,2018-08-10
33.9846,-118.3024,90047,18,F,Black,Misdemeanor,2018-08-10
34.153,-118.4411,91423,27,M,Other,Felony,2018-08-10
34.0137,-118.3379,90008,27,F,Black,Felony,2018-08-10
34.1016,-118.3295,90028,40,M,White,Misdemeanor,2018-08-10
34.2829,-118.4712,91344,19,M,LatinX,Misdemeanor,2018-08-10
34.2905,-118.5455,91326,15,M,Other,Misdemeanor,2018-08-10
34.1976,-118.4574,91405,35,M,LatinX,Felony,2018-08-10
34.2728,-118.4798,91344,59,F,LatinX,Misdemeanor,2018-08-10
34.0664,-118.2697,90057,43,M,LatinX,Misdemeanor,2018-08-10
33.7978,-118.2885,90710,49,M,Other,Misdemeanor,2018-08-10
34.2012,-118.4313,91405,18,M,LatinX,Misdemeanor,2018-08-10
34.0448,-118.2474,90013,50,M,Black,Misdemeanor,2018-08-10
34.2636,-118.44,91331,37,M,LatinX,Felony,2018-08-10
34.0001,-118.3203,90043,63,F,Black,Felony,2018-08-10
34.0091,-118.3089,90062,23,M,LatinX,Misdemeanor,2018-08-10
33.9816,-118.2695,90003,61,M,LatinX,Misdemeanor,2018-08-10
34.2222,-118.5841,91306,32,M,LatinX,Misdemeanor,2018-08-10
34.0128,-118.2565,90011,62,M,LatinX,Felony,2018-08-10
34.1034,-118.3325,90028,42,M,LatinX,Misdemeanor,2018-08-10
34.0454,-118.2422,90013,39,F,Black,Misdemeanor,2018-08-10
34.0636,-118.3041,90020,32,M,Other,Misdemeanor,2018-08-10
34.1034,-118.3325,90028,23,F,Other,Misdemeanor,2018-08-10
34.0455,-118.3003,90006,31,M,White,Misdemeanor,2018-08-10
34.069,-118.2992,90020,49,M,LatinX,Misdemeanor,2018-08-10
34.0386,-118.2201,90023,59,M,Other,Misdemeanor,2018-08-10
34.1081,-118.3308,90068,38,M,White,Infraction,2018-08-10
34.1992,-118.6003,91303,45,M,LatinX,Misdemeanor,2018-08-10
34.014,-118.4205,90066,23,M,LatinX,Misdemeanor,2018-08-10
34.0408,-118.2428,90021,56,M,White,Infraction,2018-08-10
33.9941,-118.4773,90291,32,M,LatinX,Infraction,2018-08-10
34.0956,-118.2918,90029,56,M,Black,Misdemeanor,2018-08-10
33.9708,-118.2783,90003,47,M,Other,Misdemeanor,2018-08-10
34.038,-118.243,90021,73,M,LatinX,Misdemeanor,2018-08-10
34.038,-118.243,90021,55,M,White,Misdemeanor,2018-08-10
33.9848,-118.4705,90291,20,F,White,Misdemeanor,2018-08-10
34.2612,-118.4288,91331,30,M,LatinX,Felony,2018-08-10
34.1756,-118.6146,91367,57,M,White,Misdemeanor,2018-08-10
34.0573,-118.2699,90017,36,M,LatinX,Infraction,2018-08-10
34.0672,-118.2941,90020,71,M,Black,Misdemeanor,2018-08-10
34.244,-118.5583,91324,44,F,White,Misdemeanor,2018-08-10
33.7334,-118.2924,90731,50,F,White,Felony,2018-08-10
34.0471,-118.2474,90013,40,F,Black,Felony,2018-08-10
34.1052,-118.3267,90028,31,M,LatinX,Infraction,2018-08-10
33.9818,-118.3221,90043,68,M,Black,Felony,2018-08-10
34.2829,-118.4712,91344,19,F,LatinX,Misdemeanor,2018-08-10
34.0994,-118.2035,90031,59,M,LatinX,Misdemeanor,2018-08-10
34.0365,-118.4361,90064,27,M,White,Misdemeanor,2018-08-10
34.0539,-118.2799,90006,18,F,LatinX,Misdemeanor,2018-08-10
34.038,-118.243,90021,27,M,Black,Felony,2018-08-10
34.2905,-118.5455,91326,16,M,Other,Misdemeanor,2018-08-10
34.1034,-118.3325,90028,19,M,LatinX,Infraction,2018-08-10
34.1033,-118.4916,90049,57,M,Other,Infraction,2018-08-10
34.0444,-118.2809,90006,31,M,Black,Felony,2018-08-10
34.0853,-118.3222,90038,53,M,White,Infraction,2018-08-10
34.1016,-118.3387,90028,24,M,Black,Misdemeanor,2018-08-10
34.1129,-118.328,90068,29,M,Black,Infraction,2018-08-10
34.1075,-118.3307,90068,34,M,Black,Infraction,2018-08-10
33.7478,-118.2879,90731,53,M,LatinX,Misdemeanor,2018-08-10
34.0091,-118.3089,90062,18,M,LatinX,Misdemeanor,2018-08-10
33.9925,-118.2674,90011,58,M,Black,Felony,2018-08-10
34.0397,-118.4301,90064,46,M,Other,Infraction,2018-08-10
34.1721,-118.4422,91401,27,M,White,Felony,2018-08-10
34.0446,-118.245,90013,50,M,Black,Misdemeanor,2018-08-10
34.1976,-118.4574,91405,25,M,White,Felony,2018-08-10
34.0987,-118.3337,90028,71,M,White,Misdemeanor,2018-08-10
34.0365,-118.4361,90064,50,M,White,Misdemeanor,2018-08-10
34.0407,-118.2468,90014,56,M,Black,Misdemeanor,2018-08-10
34.0454,-118.2422,90013,41,F,White,Misdemeanor,2018-08-10
34.0435,-118.2471,90014,38,M,LatinX,Misdemeanor,2018-08-10
33.9892,-118.3089,90047,50,M,Black,Misdemeanor,2018-08-10
34.0449,-118.3411,90019,20,M,LatinX,Felony,2018-08-10
34.2206,-118.5448,91324,24,F,White,Misdemeanor,2018-08-10
34.0443,-118.2904,90006,18,M,LatinX,Felony,2018-08-10
34.178,-118.3825,91601,51,M,Black,Felony,2018-08-10
34.0196,-118.2092,90023,34,M,LatinX,Misdemeanor,2018-08-10
34.014,-118.4205,90066,40,M,Black,Misdemeanor,2018-08-10
34.2267,-118.4704,91343,36,M,White,Misdemeanor,2018-08-10
34.0428,-118.2461,90014,60,M,Black,Misdemeanor,2018-08-10
34.0559,-118.2891,90006,30,M,LatinX,Misdemeanor,2018-08-10
34.0388,-118.2574,90015,32,M,White,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,53,F,White,Felony,2018-08-09
34.0563,-118.2374,90012,33,M,Other,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,21,M,Black,Misdemeanor,2018-08-09
34.0654,-118.2929,90020,49,F,Other,Misdemeanor,2018-08-09
33.9708,-118.2827,90003,18,F,LatinX,Misdemeanor,2018-08-09
34.1922,-118.3637,91606,36,F,LatinX,Misdemeanor,2018-08-09
34.23,-118.4575,91402,57,M,LatinX,Felony,2018-08-09
34.0416,-118.3929,90034,25,F,LatinX,Misdemeanor,2018-08-09
34.0307,-118.2923,90007,52,F,Black,Misdemeanor,2018-08-09
34.0256,-118.3177,90018,18,M,Black,Felony,2018-08-09
34.0393,-118.4394,90064,35,M,White,Misdemeanor,2018-08-09
34.2267,-118.4704,91343,30,F,LatinX,Misdemeanor,2018-08-09
33.9855,-118.3265,90043,30,M,Black,Felony,2018-08-09
34.173,-118.5447,91356,22,F,LatinX,Felony,2018-08-09
33.9853,-118.4723,90291,33,M,White,Felony,2018-08-09
34.0417,-118.2443,90021,63,M,Black,Felony,2018-08-09
34.2267,-118.4704,91343,29,M,LatinX,Felony,2018-08-09
34.0502,-118.254,90071,67,M,LatinX,Felony,2018-08-09
33.9984,-118.2696,90011,19,M,LatinX,Other,2018-08-09
34.0547,-118.2505,90012,31,F,White,Misdemeanor,2018-08-09
34.055,-118.2735,90057,52,M,LatinX,Infraction,2018-08-09
34.1034,-118.3325,90028,20,M,LatinX,Misdemeanor,2018-08-09
33.9746,-118.3078,90047,23,M,LatinX,Misdemeanor,2018-08-09
34.1766,-118.4589,91411,31,M,LatinX,Felony,2018-08-09
34.221,-118.4989,91406,37,M,LatinX,Misdemeanor,2018-08-09
34.0433,-118.4629,90025,27,M,LatinX,Felony,2018-08-09
34.0552,-118.2675,90017,22,M,Black,Felony,2018-08-09
33.9892,-118.3089,90047,43,M,Black,Felony,2018-08-09
34.1837,-118.4465,91401,38,F,LatinX,Misdemeanor,2018-08-09
34.0769,-118.2213,90031,38,M,LatinX,Felony,2018-08-09
34.0027,-118.3002,90037,18,M,LatinX,Felony,2018-08-09
33.9593,-118.2586,90002,24,M,Black,Felony,2018-08-09
33.9746,-118.3078,90047,25,F,Black,Misdemeanor,2018-08-09
33.9807,-118.2827,90003,20,F,Black,Misdemeanor,2018-08-09
34.0459,-118.334,90019,23,F,LatinX,Felony,2018-08-09
33.9374,-118.2739,90061,21,F,Black,Misdemeanor,2018-08-09
34.0435,-118.2471,90014,27,M,Black,Felony,2018-08-09
34.0677,-118.2731,90057,25,M,LatinX,Misdemeanor,2018-08-09
33.9746,-118.3294,90043,55,F,Black,Felony,2018-08-09
33.9374,-118.2739,90061,43,F,LatinX,Misdemeanor,2018-08-09
34.0347,-118.4397,90064,53,M,White,Infraction,2018-08-09
34.0155,-118.2772,90007,41,M,Black,Misdemeanor,2018-08-09
33.964,-118.2739,90003,24,M,Black,Felony,2018-08-09
34.0793,-118.3092,90004,23,F,Black,Misdemeanor,2018-08-09
34.0428,-118.2461,90014,33,M,Black,Felony,2018-08-09
34.2012,-118.3845,91605,22,M,LatinX,Felony,2018-08-09
34.0428,-118.2461,90014,57,F,Black,Misdemeanor,2018-08-09
34.0539,-118.2756,90057,49,M,LatinX,Infraction,2018-08-09
34.2712,-118.4206,91331,37,M,LatinX,Felony,2018-08-09
34.3182,-118.4378,91342,30,M,LatinX,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,27,F,LatinX,Misdemeanor,2018-08-09
34.0628,-118.2811,90057,16,M,LatinX,Felony,2018-08-09
34.1687,-118.3965,91607,36,M,LatinX,Misdemeanor,2018-08-09
34.0563,-118.2374,90012,19,M,Black,Felony,2018-08-09
34.1034,-118.3325,90028,26,F,LatinX,Misdemeanor,2018-08-09
34.0515,-118.2424,90012,48,M,Black,Other,2018-08-09
33.9933,-118.2761,90037,26,M,LatinX,Misdemeanor,2018-08-09
33.9924,-118.2783,90037,26,M,LatinX,Felony,2018-08-09
34.0432,-118.5235,90272,50,F,White,Infraction,2018-08-09
34.0654,-118.2929,90020,41,F,Other,Misdemeanor,2018-08-09
34.1591,-118.3774,91601,24,M,White,Misdemeanor,2018-08-09
34.2085,-118.3791,91605,22,M,LatinX,Felony,2018-08-09
34.25,-118.606,91311,57,F,White,Misdemeanor,2018-08-09
34.1367,-118.2713,90039,36,M,White,Misdemeanor,2018-08-09
34.2084,-118.5535,91335,24,F,LatinX,Misdemeanor,2018-08-09
33.9619,-118.2919,90044,27,M,Black,Misdemeanor,2018-08-09
33.9432,-118.4013,90045,28,M,White,Misdemeanor,2018-08-09
33.992,-118.4201,90066,46,M,LatinX,Felony,2018-08-09
34.0435,-118.2471,90014,43,M,Black,Misdemeanor,2018-08-09
34.0412,-118.3528,90016,23,M,LatinX,Misdemeanor,2018-08-09
34.0128,-118.3111,90062,25,F,Black,Felony,2018-08-09
34.1767,-118.4465,91401,31,M,White,Misdemeanor,2018-08-09
34.1837,-118.4465,91401,55,F,Other,Misdemeanor,2018-08-09
34.0935,-118.331,90038,87,M,White,Felony,2018-08-09
33.9619,-118.2919,90044,31,M,Black,Felony,2018-08-09
34.1016,-118.3288,90028,27,M,Black,Misdemeanor,2018-08-09
34.0511,-118.2336,90012,44,F,White,Felony,2018-08-09
33.9746,-118.3078,90047,30,M,Black,Misdemeanor,2018-08-09
34.0926,-118.3374,90038,25,M,LatinX,Felony,2018-08-09
33.9301,-118.2741,90061,40,M,Black,Felony,2018-08-09
33.9619,-118.2919,90044,24,F,LatinX,Misdemeanor,2018-08-09
34.0423,-118.2452,90014,35,F,Black,Felony,2018-08-09
34.1034,-118.3325,90028,22,F,Other,Misdemeanor,2018-08-09
34.0753,-118.2742,90026,39,M,Other,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,19,F,LatinX,Misdemeanor,2018-08-09
33.9416,-118.2826,90003,39,F,Black,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,22,M,Black,Misdemeanor,2018-08-09
33.9347,-118.2761,90061,28,F,Black,Felony,2018-08-09
34.0422,-118.4418,90025,46,M,White,Misdemeanor,2018-08-09
34.037,-118.4351,90064,49,M,White,Misdemeanor,2018-08-09
34.2085,-118.3791,91605,17,M,LatinX,Felony,2018-08-09
34.0981,-118.3092,90027,59,M,Black,Felony,2018-08-09
34.0341,-118.4525,90025,50,M,White,Infraction,2018-08-09
34.0862,-118.1784,90032,24,F,LatinX,Misdemeanor,2018-08-09
34.0601,-118.2761,90057,56,M,Black,Infraction,2018-08-09
34.0764,-118.2748,90026,14,M,LatinX,Misdemeanor,2018-08-09
34.221,-118.4989,91406,38,M,Other,Misdemeanor,2018-08-09
34.0539,-118.2756,90057,30,M,LatinX,Infraction,2018-08-09
34.0488,-118.2483,90013,27,M,LatinX,Infraction,2018-08-09
34.0712,-118.2991,90004,50,M,White,Felony,2018-08-09
34.0435,-118.2471,90014,31,M,Black,Felony,2018-08-09
34.0347,-118.4397,90064,58,M,White,Infraction,2018-08-09
33.9454,-118.3701,90045,56,M,LatinX,Misdemeanor,2018-08-09
34.0667,-118.2879,90020,22,F,White,Felony,2018-08-09
34.2216,-118.3775,91352,21,M,LatinX,Felony,2018-08-09
34.0155,-118.2915,90037,48,M,Black,Felony,2018-08-09
34.105,-118.3252,90028,35,M,White,Misdemeanor,2018-08-09
34.1937,-118.6234,91307,32,M,LatinX,Misdemeanor,2018-08-09
34.1877,-118.4509,91411,48,F,White,Felony,2018-08-09
34.0423,-118.2452,90014,30,M,Black,Felony,2018-08-09
34.0558,-118.3706,90035,31,M,White,Felony,2018-08-09
34.0563,-118.2374,90012,22,M,LatinX,Felony,2018-08-09
34.0338,-118.3177,90018,27,M,LatinX,Misdemeanor,2018-08-09
33.9656,-118.2586,90001,40,F,Black,Felony,2018-08-09
34.0491,-118.2558,90017,32,M,White,Misdemeanor,2018-08-09
34.1939,-118.4662,91405,30,M,Black,Felony,2018-08-09
34.221,-118.4989,91406,37,M,Other,Misdemeanor,2018-08-09
34.0295,-118.4563,90064,38,M,White,Infraction,2018-08-09
33.9547,-118.2564,90002,20,M,LatinX,Misdemeanor,2018-08-09
34.0388,-118.2574,90015,41,M,White,Misdemeanor,2018-08-09
33.9304,-118.2518,90059,24,M,Black,Felony,2018-08-09
33.7808,-118.2475,90744,32,M,White,Felony,2018-08-09
34.0273,-118.3028,90018,54,M,Black,Felony,2018-08-09
34.0601,-118.2761,90057,54,M,LatinX,Infraction,2018-08-09
34.22,-118.5885,91304,21,M,Black,Misdemeanor,2018-08-09
33.7261,-118.2858,90731,28,F,LatinX,Felony,2018-08-09
34.193,-118.4662,91411,22,F,Black,Misdemeanor,2018-08-09
34.2336,-118.3938,91352,33,F,LatinX,Felony,2018-08-09
34.0435,-118.2471,90014,58,F,Black,Misdemeanor,2018-08-09
34.0517,-118.2178,90033,35,M,LatinX,Misdemeanor,2018-08-09
34.1178,-118.2488,90065,39,M,LatinX,Misdemeanor,2018-08-09
33.9782,-118.422,90066,44,M,White,Misdemeanor,2018-08-09
34.0081,-118.2498,90011,24,M,LatinX,Felony,2018-08-09
34.0616,-118.2795,90057,20,M,LatinX,Felony,2018-08-09
34.0428,-118.2461,90014,51,M,White,Misdemeanor,2018-08-09
34.1178,-118.2488,90065,26,M,LatinX,Felony,2018-08-09
33.7297,-118.2805,90731,35,M,LatinX,Other,2018-08-09
34.0563,-118.4347,90024,33,M,LatinX,Felony,2018-08-09
33.9746,-118.3078,90047,47,M,Black,Misdemeanor,2018-08-09
34.0542,-118.2566,90071,27,M,Black,Felony,2018-08-09
34.0981,-118.3092,90027,51,M,Other,Felony,2018-08-09
34.0155,-118.3354,90008,58,M,White,Misdemeanor,2018-08-09
33.979,-118.2839,90044,19,F,Black,Misdemeanor,2018-08-09
34.0239,-118.2034,90023,64,M,White,Felony,2018-08-09
34.0027,-118.2871,90037,45,M,Black,Misdemeanor,2018-08-09
34.0864,-118.3059,90029,23,M,LatinX,Felony,2018-08-09
34.0802,-118.1769,90032,39,M,LatinX,Felony,2018-08-09
34.1034,-118.3325,90028,20,F,Other,Misdemeanor,2018-08-09
34.235,-118.414,91331,27,M,LatinX,Felony,2018-08-09
34.0437,-118.2455,90013,43,M,White,Misdemeanor,2018-08-09
33.9782,-118.2827,90003,19,F,White,Misdemeanor,2018-08-09
34.1038,-118.3151,90028,21,M,Black,Felony,2018-08-09
34.0448,-118.2474,90013,50,F,Black,Misdemeanor,2018-08-09
34.0445,-118.4491,90025,51,M,LatinX,Infraction,2018-08-09
34.0032,-118.4332,90066,23,M,LatinX,Misdemeanor,2018-08-09
34.1034,-118.3325,90028,21,F,White,Misdemeanor,2018-08-09
34.0038,-118.274,90037,22,M,LatinX,Felony,2018-08-09
34.0969,-118.3092,90027,32,M,LatinX,Misdemeanor,2018-08-09
34.0652,-118.2878,90020,42,M,LatinX,Felony,2018-08-09
34.0449,-118.2137,90033,33,F,LatinX,Misdemeanor,2018-08-09
34.2084,-118.5262,91335,54,M,LatinX,Other,2018-08-09
34.0699,-118.2823,90057,46,F,Other,Misdemeanor,2018-08-09
34.0088,-118.2842,90037,45,M,Black,Felony,2018-08-09
34.062,-118.2804,90057,59,M,White,Infraction,2018-08-09
34.1903,-118.4399,91401,22,M,LatinX,Misdemeanor,2018-08-09
34.0428,-118.2461,90014,35,M,LatinX,Felony,2018-08-09
34.1512,-118.5723,91364,50,M,White,Felony,2018-08-09
34.0433,-118.2381,90013,34,M,LatinX,Misdemeanor,2018-08-09
34.2085,-118.4837,91406,19,M,LatinX,Misdemeanor,2018-08-09
34.2486,-118.3738,91352,26,M,LatinX,Felony,2018-08-09
34.0037,-118.3067,90062,18,M,LatinX,Felony,2018-08-09
34.0508,-118.2891,90006,18,M,LatinX,Misdemeanor,2018-08-09
34.0388,-118.2574,90015,33,M,LatinX,Misdemeanor,2018-08-09
34.2214,-118.4765,91343,35,M,Black,Misdemeanor,2018-08-09
33.9925,-118.2674,90011,56,M,Black,Felony,2018-08-09
34.2573,-118.4674,91345,19,F,LatinX,Felony,2018-08-09
34.1036,-118.3107,90028,31,M,Other,Misdemeanor,2018-08-09
34.2647,-118.3114,91040,63,M,Other,Felony,2018-08-09
33.8802,-118.2837,90248,19,F,LatinX,Misdemeanor,2018-08-09
33.9747,-118.2827,90003,21,F,Black,Misdemeanor,2018-08-09
34.0764,-118.2748,90026,17,M,LatinX,Misdemeanor,2018-08-09
34.3172,-118.4848,91342,18,M,LatinX,Felony,2018-08-09
34.0944,-118.3386,90028,26,M,Black,Misdemeanor,2018-08-09
34.0412,-118.3528,90016,26,M,LatinX,Misdemeanor,2018-08-09
34.0412,-118.2474,90014,25,M,Black,Felony,2018-08-09
34.0124,-118.3351,90008,26,F,Black,Felony,2018-08-09
33.9708,-118.2783,90003,45,M,LatinX,Misdemeanor,2018-08-09
34.1887,-118.4444,91401,57,M,LatinX,Misdemeanor,2018-08-09
34.0272,-118.2937,90007,26,M,LatinX,Felony,2018-08-09
34.3028,-118.4269,91340,33,M,LatinX,Infraction,2018-08-09
34.0982,-118.2874,90027,42,F,LatinX,Misdemeanor,2018-08-09
34.1866,-118.536,91335,24,M,LatinX,Misdemeanor,2018-08-09
34.0428,-118.2461,90014,70,F,Black,Misdemeanor,2018-08-09
34.0347,-118.4397,90064,67,M,White,Infraction,2018-08-09
33.933,-118.2783,90061,17,M,Black,Felony,2018-08-09
34.0836,-118.3051,90029,39,M,LatinX,Felony,2018-08-09
34.1017,-118.3502,90046,50,F,White,Misdemeanor,2018-08-09
34.2394,-118.5084,91325,37,M,LatinX,Misdemeanor,2018-08-09
34.0699,-118.2777,90057,69,M,Other,Felony,2018-08-09
33.9601,-118.2739,90003,26,F,Black,Felony,2018-08-09
33.9589,-118.4484,90293,29,M,LatinX,Felony,2018-08-09
33.9304,-118.2518,90059,14,M,Black,Felony,2018-08-09
34.1794,-118.3703,91606,54,M,LatinX,Felony,2018-08-09
34.0263,-118.2066,90023,15,M,LatinX,Felony,2018-08-09
34.1705,-118.379,91601,23,F,LatinX,Felony,2018-08-09
34.0531,-118.2738,90017,63,M,Black,Felony,2018-08-09
33.9956,-118.4722,90291,24,M,White,Infraction,2018-08-09
34.1576,-118.4923,91436,47,F,White,Misdemeanor,2018-08-09
34.0399,-118.3311,90016,31,M,LatinX,Misdemeanor,2018-08-09
34.088,-118.1785,90032,54,M,LatinX,Misdemeanor,2018-08-09
34.038,-118.243,90021,58,M,Black,Misdemeanor,2018-08-09
34.0608,-118.3144,90005,31,F,LatinX,Felony,2018-08-09
34.0406,-118.4633,90025,63,M,LatinX,Infraction,2018-08-09
33.9708,-118.2783,90003,13,M,LatinX,Felony,2018-08-09
33.9988,-118.3002,90037,50,M,Black,Misdemeanor,2018-08-09
